1;2
1;1
1;2
2;944
1;951
1;2
1;2
1;2
1;2
1;2
1;2
1;1
1;2
1;1
1;2
1;2
1;2
1;1
1;2
1;2
1;2
1;2
1;2
1;2
1;1
1;1
2;321
1;327
1;1
1;2
1;2
1;2
1;2
1;1
1;2
1;2
1;2
1;2
1;1
1;2
1;2
1;2
1;1
1;2
1;2
1;2
1;1
1;1
1;1
1;2
1;1
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;1
1;2
1;2
1;2
1;1
1;2
1;2
1;2
1;2
1;1
1;2
1;1
1;1
1;2
1;2
1;1
1;2
2;134
1;144
1;1
1;2
1;1
1;2
1;2
1;2
1;2
1;2
1;1
1;2
1;1
1;2
1;2
1;1
1;1
1;2
1;1
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;2
1;1
1;1
1;2
1;1
1;1
1;1
1;2
1;2
1;1
1;2
1;2
1;2
1;1
1;2
1;1
1;2
1;2
1;2
1;1
1;2
1;1
1;2
1;1
1;1
1;1
1;1
1;1
1;2
1;1
1;2
1;1
1;2
1;2
1;2
1;1
1;1
1;2
1;2
1;1
1;1
1;1
1;2
1;1
1;0
1;2
1;1
1;2
2;183
1;189
1;2
1;2
1;2
1;2
1;2
1;1
1;1
1;2
1;1
1;2
1;2
1;1
1;1
1;2
1;1
1;2
1;1
1;1
1;2
1;2
1;1
1;0
1;1
1;0
1;0
1;1
1;2
1;2
1;1
1;1
1;1
1;0
1;1
1;1
1;2
1;2
1;1
1;2
1;2
1;1
1;1
1;1
1;2
1;2
1;2
1;1
1;2
1;1
1;1
1;1
1;1
1;1
1;1
1;2
1;1
1;1
1;2
1;2
1;1
1;2
1;1
1;1
1;1
1;2
1;2
1;2
1;1
1;1
1;1
1;1
1;1
2;187
1;193
1;1
1;1
1;1
1;1
1;1
1;2
1;1
1;1
1;2
1;1
1;2
1;1
1;1
1;0
1;1
1;1
1;2
1;2
1;1
1;1
1;2
1;2
1;1
1;1
1;1
1;1
1;1
1;1
1;1
1;2
1;1
1;2
1;1
1;2
1;1
1;2
1;1
1;1
1;2
1;1
1;1
1;1
1;1
1;2
1;1
1;1
1;0
1;1
1;0
1;1
1;1
1;1
1;2
1;1
1;2
2;76
1;82
1;2
1;1
1;1
1;1
1;1
1;2
1;2
1;1
1;1
