Mittelwert mit FFP ermittelter Fehler
1000	5	0	0.7071067812
1100	5	0	0.7071067812
1200	5	0	0.7071067812
1300	5	0	0.7071067812
1400	5	0	0.7071067812
1500	5	1.5	0.7071067812
1600	5	2.5	0.7071067812
1700	5	14.5	0.7071067812
1800	5	49.5	0.7071067812
1900	5	103.5	1.802775638
1950	5	157	6.670832032
2000	5	156.5	1.802775638
2050	5	165	2.121320344
2100	5	204.5	2.915475947
2150	5	195.5	2.121320344
2200	5	187	2.915475947
