Heizstrom A			
0.901	0.001	39.727272727	10.835092131
0.91	0.001	47.052631579	14.859098625
0.92	0.001	30.142857143	2.154245728
0.93	0.001	26.937500000	1.684753443
0.94	0.001	36.750000000	3.063633577
0.95	0.001	28.375000000	1.774538480
0.96	0.001	20.909090909	1.901369855
0.97	0.001	17.148148148	1.905709722
0.98	0.001	18.880000000	1.510929568
0.99	0.001	16.033333333	2.672430129
1	0.001	18.074074074	3.347255680
